CPOD_completeIDnum,CPOD_IDnum,CPOD_Date,CPOD_FileEndMin,CPOD_FileEndMinNum,CPOD_DPM,CPOD_Nall,CPOD_MinsOn,CPOD_completeIDnum_edit,CPOD_CPODloc_ID,CPOD_CPODloc_ID_nozero,CPOD_summedPPS,CPOD_summedPPS_edit,CPOD_totalTimeLost,CPOD_locID
001 D1 2010 06 22 POD612 V2 NB DPM.txt,POD612,2010-08-01,23:59,58164479,0,456974,1440,001 D1 2010 06 22 POD612 V2,1,1,0,0,0,1
002 B0 2010 06 22 POD632 V2 NB DPM.txt,POD632,2010-08-01,23:59,58164479,0,144052,1440,002 B0 2010 06 22 POD632 V2,2,2,0,0,0,2
003 B9 2010 06 22 POD600 V2 NB DPM.txt,POD600,2010-08-01,23:59,58164479,0,70494,1440,003 B9 2010 06 22 POD600 V2,3,3,0,0,0,3
004 B12 2010 06 22 POD554 V2 NB DPM.txt,POD554,2010-08-01,23:59,58164479,6,67783,1440,004 B12 2010 06 22 POD554 V2,4,4,42,29,0,4
005 D4 2010 07 25 POD606 V2 NB DPM.txt,POD606,2010-08-01,23:59,58164479,7,13073,1440,005 D4 2010 07 25 POD606 V2,5,5,29,23,0,5
023 B1 2010 07 20 POD605 V2 NB DPM.txt,POD605,2010-08-01,23:59,58164479,0,126614,1440,023 B1 2010 07 20 POD605 V2,23,23,0,0,0,23
025 A1 2010 07 30 POD610 V2 NB DPM.txt,POD610,2010-08-01,23:59,58164479,6,347723,1440,025 A1 2010 07 30 POD610 V2,25,25,27,4,0,25
029 A2 2010 07 12 POD564 V2 NB DPM.txt,POD564,2010-08-01,23:59,58164479,2,136058,1440,029 A2 2010 07 12 POD564 V2,29,29,6,3,0,29
035 B3 2010 07 20 POD558 V2 NB DPM.txt,POD558,2010-08-01,23:59,58164479,2,175432,1440,035 B3 2010 07 20 POD558 V2,35,35,7,3,0,35
036 A3 2010 07 12 POD599 V2 NB DPM.txt,POD599,2010-08-01,23:59,58164479,0,49076,1440,036 A3 2010 07 12 POD599 V2,36,36,0,0,0,36
037 A4 2010 07 12 POD588 V2 NB DPM.txt,POD588,2010-08-01,23:59,58164479,0,62877,1440,037 A4 2010 07 12 POD588 V2,37,37,0,0,0,37
038 A5 2010 07 12 POD598 V2 NB DPM.txt,POD598,2010-08-01,23:59,58164479,11,30245,1440,038 A5 2010 07 12 POD598 V2,38,38,46,38,0,38
039 A6 2010 07 12 POD565 V2 NB DPM.txt,POD565,2010-08-01,23:59,58164479,6,104776,1440,039 A6 2010 07 12 POD565 V2,39,39,30,0,0,39
041 A8 2010 07 12 POD589 V2 NB DPM.txt,POD589,2010-08-01,23:59,58164479,9,19380,1440,041 A8 2010 07 12 POD589 V2,41,41,33,9,0,41
042 A9 2010 07 12 POD625 V2 NB DPM.txt,POD625,2010-08-01,23:59,58164479,3,4859,1440,042 A9 2010 07 12 POD625 V2,42,42,13,4,0,42
043 A10 2010 07 12 POD568 V2 NB DPM.txt,POD568,2010-08-01,23:59,58164479,5,16267,1440,043 A10 2010 07 12 POD568 V2,43,43,12,5,0,43
044 A11 2010 07 12 POD624 V2 NB DPM.txt,POD624,2010-08-01,23:59,58164479,27,19148,1440,044 A11 2010 07 12 POD624 V2,44,44,99,34,0,44
045 A12 2010 07 12 POD569 V2 NB DPM.txt,POD569,2010-08-01,23:59,58164479,11,28816,1440,045 A12 2010 07 12 POD569 V2,45,45,31,8,0,45
046 A13 2010 07 19 POD571 V2 NB DPM.txt,POD571,2010-08-01,23:59,58164479,32,36040,1440,046 A13 2010 07 19 POD571 V2,46,46,145,15,0,46
047 A14 2010 07 24 POD621 V2 NB DPM.txt,POD621,2010-08-01,23:59,58164479,13,21025,1440,047 A14 2010 07 24 POD621 V2,47,47,52,16,0,47
048 A15 2010 07 24 POD586 V2 NB DPM.txt,POD586,2010-08-01,23:59,58164479,7,18348,1440,048 A15 2010 07 24 POD586 V2,48,48,40,22,0,48
050 A17 2010 07 24 POD583 V2 NB DPM.txt,POD583,2010-08-01,23:59,58164479,8,73823,1440,050 A17 2010 07 24 POD583 V2,50,50,30,21,0,50
054 A21 2010 07 24 POD631 V2 NB DPM.txt,POD631,2010-08-01,23:59,58164479,14,35963,1440,054 A21 2010 07 24 POD631 V2,54,54,47,16,0,54
060 B2 2010 07 20 POD1022 V2 NB DPM.txt,POD1022,2010-08-01,23:59,58164479,1,36368,1440,060 B2 2010 07 20 POD1022 V2,60,60,3,0,0,60
061 B4 2010 07 20 POD1027 V2 NB DPM.txt,POD1027,2010-08-01,23:59,58164479,1,67380,1440,061 B4 2010 07 20 POD1027 V2,61,61,12,0,0,61
062 B5 2010 07 20 POD1028 V2 NB DPM.txt,POD1028,2010-08-01,23:59,58164479,0,144073,1440,062 B5 2010 07 20 POD1028 V2,62,62,0,0,0,62
063 B6 2010 07 20 POD1025 V2 NB DPM.txt,POD1025,2010-08-01,23:59,58164479,1,64009,1440,063 B6 2010 07 20 POD1025 V2,63,63,2,0,0,63
064 B7 2010 07 20 POD1023 V2 NB DPM.txt,POD1023,2010-08-01,23:59,58164479,5,159658,1440,064 B7 2010 07 20 POD1023 V2,64,64,17,0,0,64
065 B8 2010 07 20 POD1021 V2 NB DPM.txt,POD1021,2010-08-01,23:59,58164479,0,40419,1440,065 B8 2010 07 20 POD1021 V2,65,65,0,0,0,65
066 B10 2010 08 02 POD492 V2 NB DPM.txt,POD492,2010-08-01,23:59,58164479,0,0,0,066 B10 2010 08 02 POD492 V2,66,66,0,0,0,66
067 B11 2010 08 02 POD807 V2 NB DPM.txt,POD807,2010-08-01,23:59,58164479,0,0,0,067 B11 2010 08 02 POD807 V2,67,67,0,0,0,67
070 B15 2010 07 13 POD490 V2 NB DPM.txt,POD490,2010-08-01,23:59,58164479,0,140247,1440,070 B15 2010 07 13 POD490 V2,70,70,0,0,0,70
071 B16 2010 07 13 POD489 V2 NB DPM.txt,POD489,2010-08-01,23:59,58164479,7,343658,1440,071 B16 2010 07 13 POD489 V2,71,71,25,12,0,71
072 B17 2010 07 13 POD491 V2 NB DPM.txt,POD491,2010-08-01,23:59,58164479,13,165711,1440,072 B17 2010 07 13 POD491 V2,72,72,59,40,0,72
073 B18 2010 06 17 POD47 V2 NB DPM.txt,POD47,2010-08-01,23:59,58164479,20,578551,1440,073 B18 2010 06 17 POD47 V2,73,73,86,61,0,73
074 B19 2010 07 13 POD50 V2 NB DPM.txt,POD50,2010-08-01,23:59,58164479,74,231508,1440,074 B19 2010 07 13 POD50 V2,74,74,435,83,0,74
075 B20 2010 06 17 POD48 V2 NB DPM.txt,POD48,2010-08-01,23:59,58164479,23,255865,1440,075 B20 2010 06 17 POD48 V2,75,75,116,62,0,75
076 E23 2010 07 24 POD584 V2 NB DPM.txt,POD584,2010-08-01,23:59,58164479,14,23357,1440,076 E23 2010 07 24 POD584 V2,76,76,62,30,0,76
088 E1 2010 07 19 POD634 V2 NB DPM.txt,POD634,2010-08-01,23:59,58164479,9,11315,1440,088 E1 2010 07 19 POD634 V2,88,88,36,3,0,88
089 E2 2010 07 19 POD615 V2 NB DPM.txt,POD615,2010-08-01,23:59,58164479,22,33225,1440,089 E2 2010 07 19 POD615 V2,89,89,103,48,0,89
090 E3 2010 07 19 POD602 V2 NB DPM.txt,POD602,2010-08-01,23:59,58164479,8,14687,1440,090 E3 2010 07 19 POD602 V2,90,90,29,10,0,90
091 E4 2010 07 19 POD626 V2 NB DPM.txt,POD626,2010-08-01,23:59,58164479,22,188935,1440,091 E4 2010 07 19 POD626 V2,91,91,76,11,0,91
092 E5 2010 07 19 POD616 V2 NB DPM.txt,POD616,2010-08-01,23:59,58164479,25,53866,1440,092 E5 2010 07 19 POD616 V2,92,92,112,87,0,92
093 E6 2010 07 19 POD622 V2 NB DPM.txt,POD622,2010-08-01,23:59,58164479,17,22029,1440,093 E6 2010 07 19 POD622 V2,93,93,94,65,0,93
094 E7 2010 07 19 POD635 V2 NB DPM.txt,POD635,2010-08-01,23:59,58164479,12,14565,1440,094 E7 2010 07 19 POD635 V2,94,94,48,24,0,94
095 E8 2010 07 19 POD592 V2 NB DPM.txt,POD592,2010-08-01,23:59,58164479,6,13776,1440,095 E8 2010 07 19 POD592 V2,95,95,24,8,0,95
096 E9 2010 07 19 POD604 V2 NB DPM.txt,POD604,2010-08-01,23:59,58164479,3,143628,1440,096 E9 2010 07 19 POD604 V2,96,96,7,0,0,96
098 E11 2010 07 12 POD557 V2 NB DPM.txt,POD557,2010-08-01,23:59,58164479,5,23553,1440,098 E11 2010 07 12 POD557 V2,98,98,23,2,0,98
099 E12 2010 07 19 POD591 V2 NB DPM.txt,POD591,2010-08-01,23:59,58164479,6,36972,1440,099 E12 2010 07 19 POD591 V2,99,99,21,21,0,99
101 E14 2010 07 24 POD594 V2 NB DPM.txt,POD594,2010-08-01,23:59,58164479,10,35179,1440,101 E14 2010 07 24 POD594 V2,101,101,49,16,0,101
102 E15 2010 07 24 POD561 V2 NB DPM.txt,POD561,2010-08-01,23:59,58164479,22,58343,1440,102 E15 2010 07 24 POD561 V2,102,102,97,18,0,102
104 E18 2010 07 24 POD629 V2 NB DPM.txt,POD629,2010-08-01,23:59,58164479,16,32365,1440,104 E18 2010 07 24 POD629 V2,104,104,83,46,0,104
105 E19 2010 07 24 POD618 V2 NB DPM.txt,POD618,2010-08-01,23:59,58164479,39,168594,1440,105 E19 2010 07 24 POD618 V2,105,105,188,13,0,105
107 E21 2010 07 24 POD619 V2 NB DPM.txt,POD619,2010-08-01,23:59,58164479,21,42912,1440,107 E21 2010 07 24 POD619 V2,107,107,69,7,0,107
108 E22 2010 07 24 POD617 V2 NB DPM.txt,POD617,2010-08-01,23:59,58164479,11,30968,1440,108 E22 2010 07 24 POD617 V2,108,108,37,4,0,108
109 E24 2010 07 24 POD607 V2 NB DPM.txt,POD607,2010-08-01,23:59,58164479,4,35313,1440,109 E24 2010 07 24 POD607 V2,109,109,19,19,0,109
110 E25 2010 07 25 POD593 V2 NB DPM.txt,POD593,2010-08-01,23:59,58164479,7,62528,1440,110 E25 2010 07 25 POD593 V2,110,110,32,19,0,110
111 E26 2010 07 25 POD628 V2 NB DPM.txt,POD628,2010-08-01,23:59,58164479,7,83625,1440,111 E26 2010 07 25 POD628 V2,111,111,25,6,0,111
112 E17 2010 07 25 POD572 V2 NB DPM.txt,POD572,2010-08-01,23:59,58164479,5,23276,1440,112 E17 2010 07 25 POD572 V2,112,112,20,9,0,112
113 E28 2010 07 19 POD1024 V2 NB DPM.txt,POD1024,2010-08-01,23:59,58164479,1,91341,1440,113 E28 2010 07 19 POD1024 V2,113,113,3,0,0,113
51 A18 2010 07 24 POD595 V2 NB DPM.txt,POD595,2010-08-01,23:59,58164479,118,216030,1440,51 A18 2010 07 24 POD595 V2,51,51,640,159,0,51
53 A20 2010 07 25 POD559 V2 NB DPM.txt,POD559,2010-08-01,23:59,58164479,34,163165,1440,53 A20 2010 07 25 POD559 V2,53,53,131,90,0,53
55 A22 2010 07 24 POD608 V2 NB DPM.txt,POD608,2010-08-01,23:59,58164479,7,29254,1440,55 A22 2010 07 24 POD608 V2,55,55,25,9,0,55
56 A23 2010 07 24 POD630 V2 NB DPM.txt,POD630,2010-08-01,23:59,58164479,5,24361,1440,56 A23 2010 07 24 POD630 V2,56,56,20,7,0,56
78 E17 2010 07 24 POD609 V2 NB DPM.txt,POD609,2010-08-01,23:59,58164479,46,155800,1440,78 E17 2010 07 24 POD609 V2,78,78,181,59,0,78
001 D1 2010 06 22 POD612 V2 NB DPM.txt,POD612,2010-08-02,23:59,58165919,0,445115,1440,001 D1 2010 06 22 POD612 V2,1,1,0,0,0,1
002 B0 2010 06 22 POD632 V2 NB DPM.txt,POD632,2010-08-02,23:59,58165919,0,225115,1440,002 B0 2010 06 22 POD632 V2,2,2,0,0,0,2
003 B9 2010 06 22 POD600 V2 NB DPM.txt,POD600,2010-08-02,23:59,58165919,0,171005,1440,003 B9 2010 06 22 POD600 V2,3,3,0,0,0,3
004 B12 2010 06 22 POD554 V2 NB DPM.txt,POD554,2010-08-02,23:59,58165919,7,115095,1440,004 B12 2010 06 22 POD554 V2,4,4,24,0,0,4
005 D4 2010 07 25 POD606 V2 NB DPM.txt,POD606,2010-08-02,23:59,58165919,5,21355,1440,005 D4 2010 07 25 POD606 V2,5,5,14,0,0,5
023 B1 2010 07 20 POD605 V2 NB DPM.txt,POD605,2010-08-02,23:59,58165919,0,160279,1440,023 B1 2010 07 20 POD605 V2,23,23,0,0,0,23
025 A1 2010 07 30 POD610 V2 NB DPM.txt,POD610,2010-08-02,23:59,58165919,0,275696,1440,025 A1 2010 07 30 POD610 V2,25,25,0,0,0,25
029 A2 2010 07 12 POD564 V2 NB DPM.txt,POD564,2010-08-02,23:59,58165919,0,206648,1440,029 A2 2010 07 12 POD564 V2,29,29,0,0,0,29
035 B3 2010 07 20 POD558 V2 NB DPM.txt,POD558,2010-08-02,23:59,58165919,4,130486,1440,035 B3 2010 07 20 POD558 V2,35,35,13,13,0,35
036 A3 2010 07 12 POD599 V2 NB DPM.txt,POD599,2010-08-02,23:59,58165919,6,110731,1440,036 A3 2010 07 12 POD599 V2,36,36,17,7,0,36
037 A4 2010 07 12 POD588 V2 NB DPM.txt,POD588,2010-08-02,23:59,58165919,1,71999,1440,037 A4 2010 07 12 POD588 V2,37,37,2,0,0,37
038 A5 2010 07 12 POD598 V2 NB DPM.txt,POD598,2010-08-02,23:59,58165919,5,31176,1440,038 A5 2010 07 12 POD598 V2,38,38,27,27,0,38
039 A6 2010 07 12 POD565 V2 NB DPM.txt,POD565,2010-08-02,23:59,58165919,6,34782,1440,039 A6 2010 07 12 POD565 V2,39,39,23,17,0,39
041 A8 2010 07 12 POD589 V2 NB DPM.txt,POD589,2010-08-02,23:59,58165919,1,9131,1440,041 A8 2010 07 12 POD589 V2,41,41,2,2,0,41
042 A9 2010 07 12 POD625 V2 NB DPM.txt,POD625,2010-08-02,23:59,58165919,1,2149,1440,042 A9 2010 07 12 POD625 V2,42,42,3,3,0,42
043 A10 2010 07 12 POD568 V2 NB DPM.txt,POD568,2010-08-02,23:59,58165919,11,11937,1440,043 A10 2010 07 12 POD568 V2,43,43,26,0,0,43
044 A11 2010 07 12 POD624 V2 NB DPM.txt,POD624,2010-08-02,23:59,58165919,19,18430,1440,044 A11 2010 07 12 POD624 V2,44,44,72,22,0,44
045 A12 2010 07 12 POD569 V2 NB DPM.txt,POD569,2010-08-02,23:59,58165919,10,17895,1440,045 A12 2010 07 12 POD569 V2,45,45,37,14,0,45
046 A13 2010 07 19 POD571 V2 NB DPM.txt,POD571,2010-08-02,23:59,58165919,33,38356,1440,046 A13 2010 07 19 POD571 V2,46,46,137,23,0,46
047 A14 2010 07 24 POD621 V2 NB DPM.txt,POD621,2010-08-02,23:59,58165919,5,14761,1440,047 A14 2010 07 24 POD621 V2,47,47,17,3,0,47
048 A15 2010 07 24 POD586 V2 NB DPM.txt,POD586,2010-08-02,23:59,58165919,21,27261,1440,048 A15 2010 07 24 POD586 V2,48,48,71,25,0,48
050 A17 2010 07 24 POD583 V2 NB DPM.txt,POD583,2010-08-02,23:59,58165919,4,63964,1440,050 A17 2010 07 24 POD583 V2,50,50,15,0,0,50
054 A21 2010 07 24 POD631 V2 NB DPM.txt,POD631,2010-08-02,23:59,58165919,21,87157,1440,054 A21 2010 07 24 POD631 V2,54,54,105,6,0,54
060 B2 2010 07 20 POD1022 V2 NB DPM.txt,POD1022,2010-08-02,23:59,58165919,0,45216,1440,060 B2 2010 07 20 POD1022 V2,60,60,0,0,0,60
061 B4 2010 07 20 POD1027 V2 NB DPM.txt,POD1027,2010-08-02,23:59,58165919,4,36250,1440,061 B4 2010 07 20 POD1027 V2,61,61,10,0,0,61
062 B5 2010 07 20 POD1028 V2 NB DPM.txt,POD1028,2010-08-02,23:59,58165919,0,155783,1440,062 B5 2010 07 20 POD1028 V2,62,62,0,0,0,62
063 B6 2010 07 20 POD1025 V2 NB DPM.txt,POD1025,2010-08-02,23:59,58165919,2,47187,1440,063 B6 2010 07 20 POD1025 V2,63,63,8,8,0,63
064 B7 2010 07 20 POD1023 V2 NB DPM.txt,POD1023,2010-08-02,23:59,58165919,6,541104,1440,064 B7 2010 07 20 POD1023 V2,64,64,30,30,0,64
065 B8 2010 07 20 POD1021 V2 NB DPM.txt,POD1021,2010-08-02,23:59,58165919,3,32169,1440,065 B8 2010 07 20 POD1021 V2,65,65,9,5,0,65
066 B10 2010 08 02 POD492 V2 NB DPM.txt,POD492,2010-08-02,23:59,58165919,0,53385,953,066 B10 2010 08 02 POD492 V2,66,66,0,0,0,66
067 B11 2010 08 02 POD807 V2 NB DPM.txt,POD807,2010-08-02,23:59,58165919,0,110501,911,067 B11 2010 08 02 POD807 V2,67,67,0,0,0,67
070 B15 2010 07 13 POD490 V2 NB DPM.txt,POD490,2010-08-02,23:59,58165919,0,134097,925,070 B15 2010 07 13 POD490 V2,70,70,0,0,0,70
071 B16 2010 07 13 POD489 V2 NB DPM.txt,POD489,2010-08-02,23:59,58165919,0,171779,893,071 B16 2010 07 13 POD489 V2,71,71,0,0,0,71
072 B17 2010 07 13 POD491 V2 NB DPM.txt,POD491,2010-08-02,23:59,58165919,1,131176,691,072 B17 2010 07 13 POD491 V2,72,72,4,4,0,72
073 B18 2010 06 17 POD47 V2 NB DPM.txt,POD47,2010-08-02,23:59,58165919,32,349001,711,073 B18 2010 06 17 POD47 V2,73,73,157,102,39,73
074 B19 2010 07 13 POD50 V2 NB DPM.txt,POD50,2010-08-02,23:59,58165919,16,148305,807,074 B19 2010 07 13 POD50 V2,74,74,104,0,51,74
075 B20 2010 06 17 POD48 V2 NB DPM.txt,POD48,2010-08-02,23:59,58165919,10,379443,853,075 B20 2010 06 17 POD48 V2,75,75,30,5,0,75
076 E23 2010 07 24 POD584 V2 NB DPM.txt,POD584,2010-08-02,23:59,58165919,20,29774,1440,076 E23 2010 07 24 POD584 V2,76,76,94,13,0,76
088 E1 2010 07 19 POD634 V2 NB DPM.txt,POD634,2010-08-02,23:59,58165919,4,8165,1440,088 E1 2010 07 19 POD634 V2,88,88,10,3,0,88
089 E2 2010 07 19 POD615 V2 NB DPM.txt,POD615,2010-08-02,23:59,58165919,14,18907,1440,089 E2 2010 07 19 POD615 V2,89,89,54,54,0,89
090 E3 2010 07 19 POD602 V2 NB DPM.txt,POD602,2010-08-02,23:59,58165919,18,21036,1440,090 E3 2010 07 19 POD602 V2,90,90,100,67,0,90
091 E4 2010 07 19 POD626 V2 NB DPM.txt,POD626,2010-08-02,23:59,58165919,60,89226,1440,091 E4 2010 07 19 POD626 V2,91,91,170,135,0,91
092 E5 2010 07 19 POD616 V2 NB DPM.txt,POD616,2010-08-02,23:59,58165919,19,28555,1440,092 E5 2010 07 19 POD616 V2,92,92,109,47,0,92
093 E6 2010 07 19 POD622 V2 NB DPM.txt,POD622,2010-08-02,23:59,58165919,16,152114,1440,093 E6 2010 07 19 POD622 V2,93,93,57,39,0,93
094 E7 2010 07 19 POD635 V2 NB DPM.txt,POD635,2010-08-02,23:59,58165919,8,11020,1440,094 E7 2010 07 19 POD635 V2,94,94,30,8,0,94
095 E8 2010 07 19 POD592 V2 NB DPM.txt,POD592,2010-08-02,23:59,58165919,15,24779,1440,095 E8 2010 07 19 POD592 V2,95,95,60,0,0,95
096 E9 2010 07 19 POD604 V2 NB DPM.txt,POD604,2010-08-02,23:59,58165919,7,132926,1440,096 E9 2010 07 19 POD604 V2,96,96,53,0,0,96
098 E11 2010 07 12 POD557 V2 NB DPM.txt,POD557,2010-08-02,23:59,58165919,21,21151,1440,098 E11 2010 07 12 POD557 V2,98,98,58,9,0,98
099 E12 2010 07 19 POD591 V2 NB DPM.txt,POD591,2010-08-02,23:59,58165919,0,8836,1440,099 E12 2010 07 19 POD591 V2,99,99,0,0,0,99
101 E14 2010 07 24 POD594 V2 NB DPM.txt,POD594,2010-08-02,23:59,58165919,11,38872,1440,101 E14 2010 07 24 POD594 V2,101,101,61,29,0,101
102 E15 2010 07 24 POD561 V2 NB DPM.txt,POD561,2010-08-02,23:59,58165919,38,42003,1440,102 E15 2010 07 24 POD561 V2,102,102,174,84,0,102
104 E18 2010 07 24 POD629 V2 NB DPM.txt,POD629,2010-08-02,23:59,58165919,13,34058,1440,104 E18 2010 07 24 POD629 V2,104,104,64,30,0,104
105 E19 2010 07 24 POD618 V2 NB DPM.txt,POD618,2010-08-02,23:59,58165919,49,240417,1440,105 E19 2010 07 24 POD618 V2,105,105,287,11,0,105
107 E21 2010 07 24 POD619 V2 NB DPM.txt,POD619,2010-08-02,23:59,58165919,27,50214,1440,107 E21 2010 07 24 POD619 V2,107,107,138,19,0,107
108 E22 2010 07 24 POD617 V2 NB DPM.txt,POD617,2010-08-02,23:59,58165919,6,69962,1440,108 E22 2010 07 24 POD617 V2,108,108,18,16,0,108
109 E24 2010 07 24 POD607 V2 NB DPM.txt,POD607,2010-08-02,23:59,58165919,5,122588,1440,109 E24 2010 07 24 POD607 V2,109,109,23,8,0,109
110 E25 2010 07 25 POD593 V2 NB DPM.txt,POD593,2010-08-02,23:59,58165919,4,20175,1440,110 E25 2010 07 25 POD593 V2,110,110,14,4,0,110
111 E26 2010 07 25 POD628 V2 NB DPM.txt,POD628,2010-08-02,23:59,58165919,6,58065,1440,111 E26 2010 07 25 POD628 V2,111,111,32,3,0,111
112 E17 2010 07 25 POD572 V2 NB DPM.txt,POD572,2010-08-02,23:59,58165919,6,49508,1440,112 E17 2010 07 25 POD572 V2,112,112,18,4,0,112
113 E28 2010 07 19 POD1024 V2 NB DPM.txt,POD1024,2010-08-02,23:59,58165919,2,35177,1440,113 E28 2010 07 19 POD1024 V2,113,113,8,3,0,113
51 A18 2010 07 24 POD595 V2 NB DPM.txt,POD595,2010-08-02,23:59,58165919,107,438707,1440,51 A18 2010 07 24 POD595 V2,51,51,451,259,19,51
53 A20 2010 07 25 POD559 V2 NB DPM.txt,POD559,2010-08-02,23:59,58165919,24,106389,1440,53 A20 2010 07 25 POD559 V2,53,53,107,95,0,53
55 A22 2010 07 24 POD608 V2 NB DPM.txt,POD608,2010-08-02,23:59,58165919,5,19988,1440,55 A22 2010 07 24 POD608 V2,55,55,13,3,0,55
56 A23 2010 07 24 POD630 V2 NB DPM.txt,POD630,2010-08-02,23:59,58165919,5,32336,1440,56 A23 2010 07 24 POD630 V2,56,56,22,15,0,56
78 E17 2010 07 24 POD609 V2 NB DPM.txt,POD609,2010-08-02,23:59,58165919,82,182780,1440,78 E17 2010 07 24 POD609 V2,78,78,350,126,0,78
001 D1 2010 06 22 POD612 V2 NB DPM.txt,POD612,2010-08-03,23:59,58167359,0,337129,1440,001 D1 2010 06 22 POD612 V2,1,1,0,0,0,1
002 B0 2010 06 22 POD632 V2 NB DPM.txt,POD632,2010-08-03,23:59,58167359,0,514806,1440,002 B0 2010 06 22 POD632 V2,2,2,0,0,0,2
003 B9 2010 06 22 POD600 V2 NB DPM.txt,POD600,2010-08-03,23:59,58167359,0,99133,1440,003 B9 2010 06 22 POD600 V2,3,3,0,0,0,3
004 B12 2010 06 22 POD554 V2 NB DPM.txt,POD554,2010-08-03,23:59,58167359,1,117748,1440,004 B12 2010 06 22 POD554 V2,4,4,15,0,0,4
005 D4 2010 07 25 POD606 V2 NB DPM.txt,POD606,2010-08-03,23:59,58167359,0,8419,1440,005 D4 2010 07 25 POD606 V2,5,5,0,0,0,5
023 B1 2010 07 20 POD605 V2 NB DPM.txt,POD605,2010-08-03,23:59,58167359,0,171757,1440,023 B1 2010 07 20 POD605 V2,23,23,0,0,0,23
025 A1 2010 07 30 POD610 V2 NB DPM.txt,POD610,2010-08-03,23:59,58167359,9,155156,1440,025 A1 2010 07 30 POD610 V2,25,25,51,34,0,25
029 A2 2010 07 12 POD564 V2 NB DPM.txt,POD564,2010-08-03,23:59,58167359,2,74392,1440,029 A2 2010 07 12 POD564 V2,29,29,8,0,0,29
035 B3 2010 07 20 POD558 V2 NB DPM.txt,POD558,2010-08-03,23:59,58167359,2,108304,1440,035 B3 2010 07 20 POD558 V2,35,35,14,0,0,35
036 A3 2010 07 12 POD599 V2 NB DPM.txt,POD599,2010-08-03,23:59,58167359,15,113188,1440,036 A3 2010 07 12 POD599 V2,36,36,64,0,0,36
037 A4 2010 07 12 POD588 V2 NB DPM.txt,POD588,2010-08-03,23:59,58167359,1,11400,1440,037 A4 2010 07 12 POD588 V2,37,37,3,0,0,37
038 A5 2010 07 12 POD598 V2 NB DPM.txt,POD598,2010-08-03,23:59,58167359,0,21583,1440,038 A5 2010 07 12 POD598 V2,38,38,0,0,0,38
039 A6 2010 07 12 POD565 V2 NB DPM.txt,POD565,2010-08-03,23:59,58167359,7,47557,1440,039 A6 2010 07 12 POD565 V2,39,39,36,32,0,39
041 A8 2010 07 12 POD589 V2 NB DPM.txt,POD589,2010-08-03,23:59,58167359,2,14080,1440,041 A8 2010 07 12 POD589 V2,41,41,5,0,0,41
042 A9 2010 07 12 POD625 V2 NB DPM.txt,POD625,2010-08-03,23:59,58167359,5,8826,1440,042 A9 2010 07 12 POD625 V2,42,42,31,0,0,42
043 A10 2010 07 12 POD568 V2 NB DPM.txt,POD568,2010-08-03,23:59,58167359,16,59398,1440,043 A10 2010 07 12 POD568 V2,43,43,75,0,0,43
044 A11 2010 07 12 POD624 V2 NB DPM.txt,POD624,2010-08-03,23:59,58167359,15,18279,1440,044 A11 2010 07 12 POD624 V2,44,44,49,16,0,44
045 A12 2010 07 12 POD569 V2 NB DPM.txt,POD569,2010-08-03,23:59,58167359,8,15987,1440,045 A12 2010 07 12 POD569 V2,45,45,35,8,0,45
046 A13 2010 07 19 POD571 V2 NB DPM.txt,POD571,2010-08-03,23:59,58167359,7,36378,1440,046 A13 2010 07 19 POD571 V2,46,46,23,2,0,46
047 A14 2010 07 24 POD621 V2 NB DPM.txt,POD621,2010-08-03,23:59,58167359,4,30270,1440,047 A14 2010 07 24 POD621 V2,47,47,15,0,0,47
048 A15 2010 07 24 POD586 V2 NB DPM.txt,POD586,2010-08-03,23:59,58167359,12,15186,1440,048 A15 2010 07 24 POD586 V2,48,48,61,17,0,48
050 A17 2010 07 24 POD583 V2 NB DPM.txt,POD583,2010-08-03,23:59,58167359,4,52111,1440,050 A17 2010 07 24 POD583 V2,50,50,20,0,0,50
054 A21 2010 07 24 POD631 V2 NB DPM.txt,POD631,2010-08-03,23:59,58167359,14,30684,1440,054 A21 2010 07 24 POD631 V2,54,54,64,43,0,54
060 B2 2010 07 20 POD1022 V2 NB DPM.txt,POD1022,2010-08-03,23:59,58167359,2,35575,1440,060 B2 2010 07 20 POD1022 V2,60,60,7,7,0,60
061 B4 2010 07 20 POD1027 V2 NB DPM.txt,POD1027,2010-08-03,23:59,58167359,0,19495,1440,061 B4 2010 07 20 POD1027 V2,61,61,0,0,0,61
062 B5 2010 07 20 POD1028 V2 NB DPM.txt,POD1028,2010-08-03,23:59,58167359,0,100444,1440,062 B5 2010 07 20 POD1028 V2,62,62,0,0,0,62
063 B6 2010 07 20 POD1025 V2 NB DPM.txt,POD1025,2010-08-03,23:59,58167359,0,23180,1440,063 B6 2010 07 20 POD1025 V2,63,63,0,0,0,63
064 B7 2010 07 20 POD1023 V2 NB DPM.txt,POD1023,2010-08-03,23:59,58167359,3,203818,1440,064 B7 2010 07 20 POD1023 V2,64,64,20,20,0,64
065 B8 2010 07 20 POD1021 V2 NB DPM.txt,POD1021,2010-08-03,23:59,58167359,0,33771,1440,065 B8 2010 07 20 POD1021 V2,65,65,0,0,0,65
066 B10 2010 08 02 POD492 V2 NB DPM.txt,POD492,2010-08-03,23:59,58167359,0,83519,1440,066 B10 2010 08 02 POD492 V2,66,66,0,0,0,66
