CPOD_completeIDnum,CPOD_IDnum,CPOD_Date,CPOD_FileEndMin,CPOD_FileEndMinNum,CPOD_DPM,CPOD_Nall,CPOD_MinsOn,CPOD_completeIDnum_edit,CPOD_CPODloc_ID,CPOD_CPODloc_ID_nozero,CPOD_summedPPS,CPOD_summedPPS_edit,CPOD_totalTimeLost,CPOD_locID
063 B6 2010 07 20 POD1025 V2 NB DPM.txt,POD1025,2010-08-16,23:59,58186079,47,196759,1440,063 B6 2010 07 20 POD1025 V2,63,63,142,142,0,63
064 B7 2010 07 20 POD1023 V2 NB DPM.txt,POD1023,2010-08-16,23:59,58186079,0,330179,1440,064 B7 2010 07 20 POD1023 V2,64,64,0,0,0,64
065 B8 2010 07 20 POD1021 V2 NB DPM.txt,POD1021,2010-08-16,23:59,58186079,3,53343,1440,065 B8 2010 07 20 POD1021 V2,65,65,10,10,0,65
066 B10 2010 08 02 POD492 V2 NB DPM.txt,POD492,2010-08-16,23:59,58186079,0,179746,1440,066 B10 2010 08 02 POD492 V2,66,66,0,0,0,66
067 B11 2010 08 02 POD807 V2 NB DPM.txt,POD807,2010-08-16,23:59,58186079,0,103378,1440,067 B11 2010 08 02 POD807 V2,67,67,0,0,0,67
076 E23 2010 07 24 POD584 V2 NB DPM.txt,POD584,2010-08-16,23:59,58186079,11,28711,1440,076 E23 2010 07 24 POD584 V2,76,76,51,23,0,76
088 E1 2010 07 19 POD634 V2 NB DPM.txt,POD634,2010-08-16,23:59,58186079,15,35135,1440,088 E1 2010 07 19 POD634 V2,88,88,51,15,0,88
089 E2 2010 07 19 POD615 V2 NB DPM.txt,POD615,2010-08-16,23:59,58186079,25,73808,1440,089 E2 2010 07 19 POD615 V2,89,89,88,47,0,89
090 E3 2010 07 19 POD602 V2 NB DPM.txt,POD602,2010-08-16,23:59,58186079,12,26263,1440,090 E3 2010 07 19 POD602 V2,90,90,46,34,0,90
091 E4 2010 07 19 POD626 V2 NB DPM.txt,POD626,2010-08-16,23:59,58186079,14,95033,1440,091 E4 2010 07 19 POD626 V2,91,91,67,53,0,91
092 E5 2010 07 19 POD616 V2 NB DPM.txt,POD616,2010-08-16,23:59,58186079,2,40296,1440,092 E5 2010 07 19 POD616 V2,92,92,5,0,0,92
093 E6 2010 07 19 POD622 V2 NB DPM.txt,POD622,2010-08-16,23:59,58186079,27,333335,1440,093 E6 2010 07 19 POD622 V2,93,93,131,54,0,93
094 E7 2010 07 19 POD635 V2 NB DPM.txt,POD635,2010-08-16,23:59,58186079,0,57954,1440,094 E7 2010 07 19 POD635 V2,94,94,0,0,0,94
095 E8 2010 07 19 POD592 V2 NB DPM.txt,POD592,2010-08-16,23:59,58186079,17,24724,1440,095 E8 2010 07 19 POD592 V2,95,95,60,27,0,95
096 E9 2010 07 19 POD604 V2 NB DPM.txt,POD604,2010-08-16,23:59,58186079,11,127246,1440,096 E9 2010 07 19 POD604 V2,96,96,46,20,0,96
098 E11 2010 07 12 POD557 V2 NB DPM.txt,POD557,2010-08-16,23:59,58186079,3,10627,1440,098 E11 2010 07 12 POD557 V2,98,98,14,0,0,98
099 E12 2010 07 19 POD591 V2 NB DPM.txt,POD591,2010-08-16,23:59,58186079,0,8594,1440,099 E12 2010 07 19 POD591 V2,99,99,0,0,0,99
101 E14 2010 07 24 POD594 V2 NB DPM.txt,POD594,2010-08-16,23:59,58186079,25,75615,1440,101 E14 2010 07 24 POD594 V2,101,101,105,18,5,101
102 E15 2010 07 24 POD561 V2 NB DPM.txt,POD561,2010-08-16,23:59,58186079,32,43431,1440,102 E15 2010 07 24 POD561 V2,102,102,128,85,0,102
104 E18 2010 07 24 POD629 V2 NB DPM.txt,POD629,2010-08-16,23:59,58186079,4,18755,1440,104 E18 2010 07 24 POD629 V2,104,104,31,6,0,104
105 E19 2010 07 24 POD618 V2 NB DPM.txt,POD618,2010-08-16,23:59,58186079,62,205481,1440,105 E19 2010 07 24 POD618 V2,105,105,324,100,0,105
107 E21 2010 07 24 POD619 V2 NB DPM.txt,POD619,2010-08-16,23:59,58186079,12,120200,1430,107 E21 2010 07 24 POD619 V2,107,107,59,44,0,107
108 E22 2010 07 24 POD617 V2 NB DPM.txt,POD617,2010-08-16,23:59,58186079,8,22144,1440,108 E22 2010 07 24 POD617 V2,108,108,30,4,0,108
109 E24 2010 07 24 POD607 V2 NB DPM.txt,POD607,2010-08-16,23:59,58186079,6,41829,1440,109 E24 2010 07 24 POD607 V2,109,109,24,6,0,109
110 E25 2010 07 25 POD593 V2 NB DPM.txt,POD593,2010-08-16,23:59,58186079,19,44271,1440,110 E25 2010 07 25 POD593 V2,110,110,93,80,0,110
111 E26 2010 07 25 POD628 V2 NB DPM.txt,POD628,2010-08-16,23:59,58186079,3,18175,1440,111 E26 2010 07 25 POD628 V2,111,111,10,10,0,111
112 E17 2010 07 25 POD572 V2 NB DPM.txt,POD572,2010-08-16,23:59,58186079,2,26315,1440,112 E17 2010 07 25 POD572 V2,112,112,5,5,0,112
113 E28 2010 07 19 POD1024 V2 NB DPM.txt,POD1024,2010-08-16,23:59,58186079,21,25478,1440,113 E28 2010 07 19 POD1024 V2,113,113,68,19,0,113
51 A18 2010 07 24 POD595 V2 NB DPM.txt,POD595,2010-08-16,23:59,58186079,163,411963,1440,51 A18 2010 07 24 POD595 V2,51,51,1044,300,0,51
53 A20 2010 07 25 POD559 V2 NB DPM.txt,POD559,2010-08-16,23:59,58186079,17,136816,1426,53 A20 2010 07 25 POD559 V2,53,53,63,44,0,53
55 A22 2010 07 24 POD608 V2 NB DPM.txt,POD608,2010-08-16,23:59,58186079,4,24061,1440,55 A22 2010 07 24 POD608 V2,55,55,15,5,0,55
56 A23 2010 07 24 POD630 V2 NB DPM.txt,POD630,2010-08-16,23:59,58186079,10,50911,1440,56 A23 2010 07 24 POD630 V2,56,56,39,6,0,56
78 E17 2010 07 24 POD609 V2 NB DPM.txt,POD609,2010-08-16,23:59,58186079,44,162162,1424,78 E17 2010 07 24 POD609 V2,78,78,218,67,0,78
001 D1 2010 06 22 POD612 V2 NB DPM.txt,POD612,2010-08-17,23:59,58187519,1,395876,1440,001 D1 2010 06 22 POD612 V2,1,1,10,10,0,1
002 B0 2010 06 22 POD632 V2 NB DPM.txt,POD632,2010-08-17,23:59,58187519,2,126793,1440,002 B0 2010 06 22 POD632 V2,2,2,6,6,0,2
003 B9 2010 06 22 POD600 V2 NB DPM.txt,POD600,2010-08-17,23:59,58187519,0,181090,1440,003 B9 2010 06 22 POD600 V2,3,3,0,0,0,3
004 B12 2010 06 22 POD554 V2 NB DPM.txt,POD554,2010-08-17,23:59,58187519,4,103546,1440,004 B12 2010 06 22 POD554 V2,4,4,17,4,0,4
005 D4 2010 07 25 POD606 V2 NB DPM.txt,POD606,2010-08-17,23:59,58187519,7,24082,1440,005 D4 2010 07 25 POD606 V2,5,5,32,11,0,5
023 B1 2010 07 20 POD605 V2 NB DPM.txt,POD605,2010-08-17,23:59,58187519,0,181770,1440,023 B1 2010 07 20 POD605 V2,23,23,0,0,0,23
025 A1 2010 07 30 POD610 V2 NB DPM.txt,POD610,2010-08-17,23:59,58187519,13,221852,1440,025 A1 2010 07 30 POD610 V2,25,25,61,43,0,25
029 A2 2010 07 12 POD564 V2 NB DPM.txt,POD564,2010-08-17,23:59,58187519,1,41919,1440,029 A2 2010 07 12 POD564 V2,29,29,5,5,0,29
035 B3 2010 07 20 POD558 V2 NB DPM.txt,POD558,2010-08-17,23:59,58187519,31,466327,1440,035 B3 2010 07 20 POD558 V2,35,35,150,0,125,35
036 A3 2010 07 12 POD599 V2 NB DPM.txt,POD599,2010-08-17,23:59,58187519,2,36803,1440,036 A3 2010 07 12 POD599 V2,36,36,9,9,0,36
037 A4 2010 07 12 POD588 V2 NB DPM.txt,POD588,2010-08-17,23:59,58187519,0,18399,1440,037 A4 2010 07 12 POD588 V2,37,37,0,0,0,37
038 A5 2010 07 12 POD598 V2 NB DPM.txt,POD598,2010-08-17,23:59,58187519,8,30267,1440,038 A5 2010 07 12 POD598 V2,38,38,29,27,0,38
039 A6 2010 07 12 POD565 V2 NB DPM.txt,POD565,2010-08-17,23:59,58187519,16,177465,1440,039 A6 2010 07 12 POD565 V2,39,39,63,32,0,39
041 A8 2010 07 12 POD589 V2 NB DPM.txt,POD589,2010-08-17,23:59,58187519,3,15734,1440,041 A8 2010 07 12 POD589 V2,41,41,9,0,0,41
042 A9 2010 07 12 POD625 V2 NB DPM.txt,POD625,2010-08-17,23:59,58187519,41,43288,1440,042 A9 2010 07 12 POD625 V2,42,42,164,42,0,42
043 A10 2010 07 12 POD568 V2 NB DPM.txt,POD568,2010-08-17,23:59,58187519,24,43836,1440,043 A10 2010 07 12 POD568 V2,43,43,98,9,0,43
044 A11 2010 07 12 POD624 V2 NB DPM.txt,POD624,2010-08-17,23:59,58187519,20,52857,1440,044 A11 2010 07 12 POD624 V2,44,44,76,16,0,44
045 A12 2010 07 12 POD569 V2 NB DPM.txt,POD569,2010-08-17,23:59,58187519,28,77154,1440,045 A12 2010 07 12 POD569 V2,45,45,129,11,0,45
046 A13 2010 07 19 POD571 V2 NB DPM.txt,POD571,2010-08-17,23:59,58187519,18,17241,1440,046 A13 2010 07 19 POD571 V2,46,46,86,2,0,46
047 A14 2010 07 24 POD621 V2 NB DPM.txt,POD621,2010-08-17,23:59,58187519,5,20969,1440,047 A14 2010 07 24 POD621 V2,47,47,14,6,0,47
048 A15 2010 07 24 POD586 V2 NB DPM.txt,POD586,2010-08-17,23:59,58187519,16,23264,1440,048 A15 2010 07 24 POD586 V2,48,48,68,41,0,48
050 A17 2010 07 24 POD583 V2 NB DPM.txt,POD583,2010-08-17,23:59,58187519,13,72568,1440,050 A17 2010 07 24 POD583 V2,50,50,60,38,0,50
054 A21 2010 07 24 POD631 V2 NB DPM.txt,POD631,2010-08-17,23:59,58187519,11,29013,1440,054 A21 2010 07 24 POD631 V2,54,54,32,25,0,54
060 B2 2010 07 20 POD1022 V2 NB DPM.txt,POD1022,2010-08-17,23:59,58187519,0,64389,1440,060 B2 2010 07 20 POD1022 V2,60,60,0,0,0,60
061 B4 2010 07 20 POD1027 V2 NB DPM.txt,POD1027,2010-08-17,23:59,58187519,1,60802,1440,061 B4 2010 07 20 POD1027 V2,61,61,5,0,0,61
062 B5 2010 07 20 POD1028 V2 NB DPM.txt,POD1028,2010-08-17,23:59,58187519,2,91077,1440,062 B5 2010 07 20 POD1028 V2,62,62,6,6,0,62
063 B6 2010 07 20 POD1025 V2 NB DPM.txt,POD1025,2010-08-17,23:59,58187519,21,182819,1440,063 B6 2010 07 20 POD1025 V2,63,63,114,80,0,63
064 B7 2010 07 20 POD1023 V2 NB DPM.txt,POD1023,2010-08-17,23:59,58187519,0,580135,1440,064 B7 2010 07 20 POD1023 V2,64,64,0,0,0,64
065 B8 2010 07 20 POD1021 V2 NB DPM.txt,POD1021,2010-08-17,23:59,58187519,2,375727,1440,065 B8 2010 07 20 POD1021 V2,65,65,8,8,0,65
066 B10 2010 08 02 POD492 V2 NB DPM.txt,POD492,2010-08-17,23:59,58187519,0,334043,1440,066 B10 2010 08 02 POD492 V2,66,66,0,0,0,66
067 B11 2010 08 02 POD807 V2 NB DPM.txt,POD807,2010-08-17,23:59,58187519,1,211599,1440,067 B11 2010 08 02 POD807 V2,67,67,3,3,0,67
076 E23 2010 07 24 POD584 V2 NB DPM.txt,POD584,2010-08-17,23:59,58187519,14,23989,1440,076 E23 2010 07 24 POD584 V2,76,76,57,7,0,76
088 E1 2010 07 19 POD634 V2 NB DPM.txt,POD634,2010-08-17,23:59,58187519,8,117762,1440,088 E1 2010 07 19 POD634 V2,88,88,41,2,0,88
089 E2 2010 07 19 POD615 V2 NB DPM.txt,POD615,2010-08-17,23:59,58187519,32,58724,1440,089 E2 2010 07 19 POD615 V2,89,89,136,36,0,89
090 E3 2010 07 19 POD602 V2 NB DPM.txt,POD602,2010-08-17,23:59,58187519,10,17727,1440,090 E3 2010 07 19 POD602 V2,90,90,39,11,0,90
091 E4 2010 07 19 POD626 V2 NB DPM.txt,POD626,2010-08-17,23:59,58187519,11,178235,1440,091 E4 2010 07 19 POD626 V2,91,91,34,11,0,91
092 E5 2010 07 19 POD616 V2 NB DPM.txt,POD616,2010-08-17,23:59,58187519,8,43704,1440,092 E5 2010 07 19 POD616 V2,92,92,30,15,0,92
093 E6 2010 07 19 POD622 V2 NB DPM.txt,POD622,2010-08-17,23:59,58187519,6,127058,1440,093 E6 2010 07 19 POD622 V2,93,93,28,21,0,93
094 E7 2010 07 19 POD635 V2 NB DPM.txt,POD635,2010-08-17,23:59,58187519,5,16679,1440,094 E7 2010 07 19 POD635 V2,94,94,15,6,0,94
095 E8 2010 07 19 POD592 V2 NB DPM.txt,POD592,2010-08-17,23:59,58187519,17,23610,1440,095 E8 2010 07 19 POD592 V2,95,95,67,18,0,95
096 E9 2010 07 19 POD604 V2 NB DPM.txt,POD604,2010-08-17,23:59,58187519,8,81473,1440,096 E9 2010 07 19 POD604 V2,96,96,32,27,0,96
098 E11 2010 07 12 POD557 V2 NB DPM.txt,POD557,2010-08-17,23:59,58187519,13,16215,1440,098 E11 2010 07 12 POD557 V2,98,98,59,22,0,98
099 E12 2010 07 19 POD591 V2 NB DPM.txt,POD591,2010-08-17,23:59,58187519,1,15169,1440,099 E12 2010 07 19 POD591 V2,99,99,3,0,0,99
101 E14 2010 07 24 POD594 V2 NB DPM.txt,POD594,2010-08-17,23:59,58187519,23,65378,1440,101 E14 2010 07 24 POD594 V2,101,101,109,6,0,101
102 E15 2010 07 24 POD561 V2 NB DPM.txt,POD561,2010-08-17,23:59,58187519,26,33901,1440,102 E15 2010 07 24 POD561 V2,102,102,81,28,0,102
104 E18 2010 07 24 POD629 V2 NB DPM.txt,POD629,2010-08-17,23:59,58187519,6,14113,1440,104 E18 2010 07 24 POD629 V2,104,104,25,21,0,104
105 E19 2010 07 24 POD618 V2 NB DPM.txt,POD618,2010-08-17,23:59,58187519,32,148145,1440,105 E19 2010 07 24 POD618 V2,105,105,191,36,68,105
107 E21 2010 07 24 POD619 V2 NB DPM.txt,POD619,2010-08-17,23:59,58187519,14,39596,1440,107 E21 2010 07 24 POD619 V2,107,107,48,20,0,107
108 E22 2010 07 24 POD617 V2 NB DPM.txt,POD617,2010-08-17,23:59,58187519,10,18076,1440,108 E22 2010 07 24 POD617 V2,108,108,39,3,0,108
109 E24 2010 07 24 POD607 V2 NB DPM.txt,POD607,2010-08-17,23:59,58187519,13,76236,1440,109 E24 2010 07 24 POD607 V2,109,109,71,22,0,109
110 E25 2010 07 25 POD593 V2 NB DPM.txt,POD593,2010-08-17,23:59,58187519,18,69229,1440,110 E25 2010 07 25 POD593 V2,110,110,97,62,0,110
111 E26 2010 07 25 POD628 V2 NB DPM.txt,POD628,2010-08-17,23:59,58187519,5,20122,1440,111 E26 2010 07 25 POD628 V2,111,111,14,3,0,111
112 E17 2010 07 25 POD572 V2 NB DPM.txt,POD572,2010-08-17,23:59,58187519,14,26963,1440,112 E17 2010 07 25 POD572 V2,112,112,55,40,0,112
113 E28 2010 07 19 POD1024 V2 NB DPM.txt,POD1024,2010-08-17,23:59,58187519,25,31012,1440,113 E28 2010 07 19 POD1024 V2,113,113,119,0,0,113
51 A18 2010 07 24 POD595 V2 NB DPM.txt,POD595,2010-08-17,23:59,58187519,88,174564,1440,51 A18 2010 07 24 POD595 V2,51,51,623,148,148,51
53 A20 2010 07 25 POD559 V2 NB DPM.txt,POD559,2010-08-17,23:59,58187519,12,39727,1440,53 A20 2010 07 25 POD559 V2,53,53,49,41,0,53
55 A22 2010 07 24 POD608 V2 NB DPM.txt,POD608,2010-08-17,23:59,58187519,6,23473,1440,55 A22 2010 07 24 POD608 V2,55,55,27,22,0,55
56 A23 2010 07 24 POD630 V2 NB DPM.txt,POD630,2010-08-17,23:59,58187519,6,37195,1440,56 A23 2010 07 24 POD630 V2,56,56,15,3,0,56
78 E17 2010 07 24 POD609 V2 NB DPM.txt,POD609,2010-08-17,23:59,58187519,20,47729,1440,78 E17 2010 07 24 POD609 V2,78,78,82,64,0,78
001 D1 2010 06 22 POD612 V2 NB DPM.txt,POD612,2010-08-18,23:59,58188959,1,331966,1440,001 D1 2010 06 22 POD612 V2,1,1,8,8,0,1
002 B0 2010 06 22 POD632 V2 NB DPM.txt,POD632,2010-08-18,23:59,58188959,0,150581,1440,002 B0 2010 06 22 POD632 V2,2,2,0,0,0,2
003 B9 2010 06 22 POD600 V2 NB DPM.txt,POD600,2010-08-18,23:59,58188959,0,233417,1440,003 B9 2010 06 22 POD600 V2,3,3,0,0,0,3
004 B12 2010 06 22 POD554 V2 NB DPM.txt,POD554,2010-08-18,23:59,58188959,1,145763,1440,004 B12 2010 06 22 POD554 V2,4,4,5,0,0,4
005 D4 2010 07 25 POD606 V2 NB DPM.txt,POD606,2010-08-18,23:59,58188959,12,40807,1440,005 D4 2010 07 25 POD606 V2,5,5,62,4,0,5
023 B1 2010 07 20 POD605 V2 NB DPM.txt,POD605,2010-08-18,23:59,58188959,0,129571,1440,023 B1 2010 07 20 POD605 V2,23,23,0,0,0,23
025 A1 2010 07 30 POD610 V2 NB DPM.txt,POD610,2010-08-18,23:59,58188959,44,324094,1440,025 A1 2010 07 30 POD610 V2,25,25,192,107,26,25
029 A2 2010 07 12 POD564 V2 NB DPM.txt,POD564,2010-08-18,23:59,58188959,4,101051,1440,029 A2 2010 07 12 POD564 V2,29,29,11,9,0,29
035 B3 2010 07 20 POD558 V2 NB DPM.txt,POD558,2010-08-18,23:59,58188959,7,184164,1440,035 B3 2010 07 20 POD558 V2,35,35,35,0,0,35
036 A3 2010 07 12 POD599 V2 NB DPM.txt,POD599,2010-08-18,23:59,58188959,4,81472,1440,036 A3 2010 07 12 POD599 V2,36,36,25,5,0,36
037 A4 2010 07 12 POD588 V2 NB DPM.txt,POD588,2010-08-18,23:59,58188959,1,12480,1440,037 A4 2010 07 12 POD588 V2,37,37,2,2,0,37
038 A5 2010 07 12 POD598 V2 NB DPM.txt,POD598,2010-08-18,23:59,58188959,19,46653,1440,038 A5 2010 07 12 POD598 V2,38,38,106,101,0,38
039 A6 2010 07 12 POD565 V2 NB DPM.txt,POD565,2010-08-18,23:59,58188959,5,19678,1440,039 A6 2010 07 12 POD565 V2,39,39,24,4,0,39
041 A8 2010 07 12 POD589 V2 NB DPM.txt,POD589,2010-08-18,23:59,58188959,2,19039,1440,041 A8 2010 07 12 POD589 V2,41,41,5,0,0,41
042 A9 2010 07 12 POD625 V2 NB DPM.txt,POD625,2010-08-18,23:59,58188959,1,11110,1440,042 A9 2010 07 12 POD625 V2,42,42,4,0,0,42
043 A10 2010 07 12 POD568 V2 NB DPM.txt,POD568,2010-08-18,23:59,58188959,12,27009,1440,043 A10 2010 07 12 POD568 V2,43,43,30,4,0,43
044 A11 2010 07 12 POD624 V2 NB DPM.txt,POD624,2010-08-18,23:59,58188959,4,6948,1440,044 A11 2010 07 12 POD624 V2,44,44,16,4,0,44
045 A12 2010 07 12 POD569 V2 NB DPM.txt,POD569,2010-08-18,23:59,58188959,1,16311,1440,045 A12 2010 07 12 POD569 V2,45,45,3,0,0,45
046 A13 2010 07 19 POD571 V2 NB DPM.txt,POD571,2010-08-18,23:59,58188959,5,22137,1440,046 A13 2010 07 19 POD571 V2,46,46,15,2,0,46
047 A14 2010 07 24 POD621 V2 NB DPM.txt,POD621,2010-08-18,23:59,58188959,13,21320,1440,047 A14 2010 07 24 POD621 V2,47,47,52,22,0,47
048 A15 2010 07 24 POD586 V2 NB DPM.txt,POD586,2010-08-18,23:59,58188959,32,58593,1440,048 A15 2010 07 24 POD586 V2,48,48,105,63,0,48
050 A17 2010 07 24 POD583 V2 NB DPM.txt,POD583,2010-08-18,23:59,58188959,15,79774,1440,050 A17 2010 07 24 POD583 V2,50,50,56,17,0,50
054 A21 2010 07 24 POD631 V2 NB DPM.txt,POD631,2010-08-18,23:59,58188959,4,32560,1440,054 A21 2010 07 24 POD631 V2,54,54,16,7,0,54
060 B2 2010 07 20 POD1022 V2 NB DPM.txt,POD1022,2010-08-18,23:59,58188959,0,68236,1440,060 B2 2010 07 20 POD1022 V2,60,60,0,0,0,60
061 B4 2010 07 20 POD1027 V2 NB DPM.txt,POD1027,2010-08-18,23:59,58188959,1,141010,1440,061 B4 2010 07 20 POD1027 V2,61,61,2,0,0,61
062 B5 2010 07 20 POD1028 V2 NB DPM.txt,POD1028,2010-08-18,23:59,58188959,2,106438,1440,062 B5 2010 07 20 POD1028 V2,62,62,11,0,0,62
063 B6 2010 07 20 POD1025 V2 NB DPM.txt,POD1025,2010-08-18,23:59,58188959,10,77348,1440,063 B6 2010 07 20 POD1025 V2,63,63,48,8,0,63
064 B7 2010 07 20 POD1023 V2 NB DPM.txt,POD1023,2010-08-18,23:59,58188959,0,452843,1440,064 B7 2010 07 20 POD1023 V2,64,64,0,0,0,64
065 B8 2010 07 20 POD1021 V2 NB DPM.txt,POD1021,2010-08-18,23:59,58188959,1,347883,1440,065 B8 2010 07 20 POD1021 V2,65,65,8,8,0,65
066 B10 2010 08 02 POD492 V2 NB DPM.txt,POD492,2010-08-18,23:59,58188959,0,41855,1440,066 B10 2010 08 02 POD492 V2,66,66,0,0,0,66
067 B11 2010 08 02 POD807 V2 NB DPM.txt,POD807,2010-08-18,23:59,58188959,1,76604,1440,067 B11 2010 08 02 POD807 V2,67,67,2,2,0,67
076 E23 2010 07 24 POD584 V2 NB DPM.txt,POD584,2010-08-18,23:59,58188959,17,28477,1440,076 E23 2010 07 24 POD584 V2,76,76,70,17,0,76
088 E1 2010 07 19 POD634 V2 NB DPM.txt,POD634,2010-08-18,23:59,58188959,11,15727,1440,088 E1 2010 07 19 POD634 V2,88,88,33,0,0,88
089 E2 2010 07 19 POD615 V2 NB DPM.txt,POD615,2010-08-18,23:59,58188959,18,30228,1440,089 E2 2010 07 19 POD615 V2,89,89,55,17,0,89
090 E3 2010 07 19 POD602 V2 NB DPM.txt,POD602,2010-08-18,23:59,58188959,8,12711,1440,090 E3 2010 07 19 POD602 V2,90,90,27,9,0,90
091 E4 2010 07 19 POD626 V2 NB DPM.txt,POD626,2010-08-18,23:59,58188959,6,56611,1440,091 E4 2010 07 19 POD626 V2,91,91,19,6,0,91
092 E5 2010 07 19 POD616 V2 NB DPM.txt,POD616,2010-08-18,23:59,58188959,10,33926,1440,092 E5 2010 07 19 POD616 V2,92,92,47,9,0,92
093 E6 2010 07 19 POD622 V2 NB DPM.txt,POD622,2010-08-18,23:59,58188959,6,11523,1440,093 E6 2010 07 19 POD622 V2,93,93,23,13,0,93
094 E7 2010 07 19 POD635 V2 NB DPM.txt,POD635,2010-08-18,23:59,58188959,2,14722,1440,094 E7 2010 07 19 POD635 V2,94,94,5,3,0,94
095 E8 2010 07 19 POD592 V2 NB DPM.txt,POD592,2010-08-18,23:59,58188959,3,18709,1440,095 E8 2010 07 19 POD592 V2,95,95,12,0,0,95
096 E9 2010 07 19 POD604 V2 NB DPM.txt,POD604,2010-08-18,23:59,58188959,1,46821,1440,096 E9 2010 07 19 POD604 V2,96,96,3,3,0,96
098 E11 2010 07 12 POD557 V2 NB DPM.txt,POD557,2010-08-18,23:59,58188959,2,9302,1440,098 E11 2010 07 12 POD557 V2,98,98,17,0,0,98
099 E12 2010 07 19 POD591 V2 NB DPM.txt,POD591,2010-08-18,23:59,58188959,2,9147,1440,099 E12 2010 07 19 POD591 V2,99,99,4,0,0,99
101 E14 2010 07 24 POD594 V2 NB DPM.txt,POD594,2010-08-18,23:59,58188959,10,38427,1440,101 E14 2010 07 24 POD594 V2,101,101,50,8,0,101
102 E15 2010 07 24 POD561 V2 NB DPM.txt,POD561,2010-08-18,23:59,58188959,29,28170,1440,102 E15 2010 07 24 POD561 V2,102,102,90,40,0,102
104 E18 2010 07 24 POD629 V2 NB DPM.txt,POD629,2010-08-18,23:59,58188959,5,12825,1440,104 E18 2010 07 24 POD629 V2,104,104,13,3,0,104
105 E19 2010 07 24 POD618 V2 NB DPM.txt,POD618,2010-08-18,23:59,58188959,14,111976,1440,105 E19 2010 07 24 POD618 V2,105,105,50,26,0,105
107 E21 2010 07 24 POD619 V2 NB DPM.txt,POD619,2010-08-18,23:59,58188959,20,52329,1440,107 E21 2010 07 24 POD619 V2,107,107,85,46,0,107
108 E22 2010 07 24 POD617 V2 NB DPM.txt,POD617,2010-08-18,23:59,58188959,4,7682,1440,108 E22 2010 07 24 POD617 V2,108,108,22,20,0,108
109 E24 2010 07 24 POD607 V2 NB DPM.txt,POD607,2010-08-18,23:59,58188959,3,58810,1440,109 E24 2010 07 24 POD607 V2,109,109,13,13,0,109
110 E25 2010 07 25 POD593 V2 NB DPM.txt,POD593,2010-08-18,23:59,58188959,27,46440,1440,110 E25 2010 07 25 POD593 V2,110,110,159,51,0,110
111 E26 2010 07 25 POD628 V2 NB DPM.txt,POD628,2010-08-18,23:59,58188959,1,19725,1440,111 E26 2010 07 25 POD628 V2,111,111,3,3,0,111
112 E17 2010 07 25 POD572 V2 NB DPM.txt,POD572,2010-08-18,23:59,58188959,10,37444,1440,112 E17 2010 07 25 POD572 V2,112,112,28,13,0,112
113 E28 2010 07 19 POD1024 V2 NB DPM.txt,POD1024,2010-08-18,23:59,58188959,24,34932,1440,113 E28 2010 07 19 POD1024 V2,113,113,131,15,0,113
51 A18 2010 07 24 POD595 V2 NB DPM.txt,POD595,2010-08-18,23:59,58188959,54,80211,1440,51 A18 2010 07 24 POD595 V2,51,51,265,120,0,51
53 A20 2010 07 25 POD559 V2 NB DPM.txt,POD559,2010-08-18,23:59,58188959,9,42481,1440,53 A20 2010 07 25 POD559 V2,53,53,31,24,0,53
55 A22 2010 07 24 POD608 V2 NB DPM.txt,POD608,2010-08-18,23:59,58188959,1,76214,1440,55 A22 2010 07 24 POD608 V2,55,55,3,3,0,55
56 A23 2010 07 24 POD630 V2 NB DPM.txt,POD630,2010-08-18,23:59,58188959,24,46253,1440,56 A23 2010 07 24 POD630 V2,56,56,72,51,0,56
78 E17 2010 07 24 POD609 V2 NB DPM.txt,POD609,2010-08-18,23:59,58188959,23,53573,1440,78 E17 2010 07 24 POD609 V2,78,78,67,44,0,78
001 D1 2010 06 22 POD612 V2 NB DPM.txt,POD612,2010-08-19,23:59,58190399,0,256112,1440,001 D1 2010 06 22 POD612 V2,1,1,0,0,0,1
002 B0 2010 06 22 POD632 V2 NB DPM.txt,POD632,2010-08-19,23:59,58190399,0,179580,1440,002 B0 2010 06 22 POD632 V2,2,2,0,0,0,2
003 B9 2010 06 22 POD600 V2 NB DPM.txt,POD600,2010-08-19,23:59,58190399,0,146908,1440,003 B9 2010 06 22 POD600 V2,3,3,0,0,0,3
004 B12 2010 06 22 POD554 V2 NB DPM.txt,POD554,2010-08-19,23:59,58190399,1,99922,1440,004 B12 2010 06 22 POD554 V2,4,4,8,8,0,4
005 D4 2010 07 25 POD606 V2 NB DPM.txt,POD606,2010-08-19,23:59,58190399,12,30405,1440,005 D4 2010 07 25 POD606 V2,5,5,55,11,0,5
023 B1 2010 07 20 POD605 V2 NB DPM.txt,POD605,2010-08-19,23:59,58190399,0,248965,1440,023 B1 2010 07 20 POD605 V2,23,23,0,0,0,23
025 A1 2010 07 30 POD610 V2 NB DPM.txt,POD610,2010-08-19,23:59,58190399,73,425667,1440,025 A1 2010 07 30 POD610 V2,25,25,449,422,330,25
029 A2 2010 07 12 POD564 V2 NB DPM.txt,POD564,2010-08-19,23:59,58190399,2,161162,1440,029 A2 2010 07 12 POD564 V2,29,29,7,0,0,29
035 B3 2010 07 20 POD558 V2 NB DPM.txt,POD558,2010-08-19,23:59,58190399,14,199830,1440,035 B3 2010 07 20 POD558 V2,35,35,96,0,0,35
